item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12,item_13,item_14,item_15,item_16,item_17,item_18,item_19,item_20,item_21,item_22,item_23,item_24,item_25,item_26,item_27,item_28,item_29,item_30,item_31,item_32,item_33,item_34,item_35,item_36,item_37,item_38,item_39,item_40,rt_1,rt_2,rt_3,rt_4,rt_5,rt_6,rt_7,rt_8,rt_9,rt_10,rt_11,rt_12,rt_13,rt_14,rt_15,rt_16,rt_17,rt_18,rt_19,rt_20,rt_21,rt_22,rt_23,rt_24,rt_25,rt_26,rt_27,rt_28,rt_29,rt_30,rt_31,rt_32,rt_33,rt_34,rt_35,rt_36,rt_37,rt_38,rt_39,rt_40
1,9,9,9,0,0,1,9,9,0,9,0,0,1,9,1,9,0,0,0,9,9,9,9,9,0,0,1,9,0,1,1,9,0,0,9,1,1,0,0,5.012,NA,NA,NA,25,1.7,6.665,NA,NA,12,NA,1.933,6.634,9.564,NA,6.215,NA,20.488,4.582,25.101,NA,NA,NA,NA,NA,2.682,23.559,6.847,NA,30,14.781,7.129,NA,16.968,12.783,NA,6.038,6.384,11.999,3.933
9,9,0,9,1,1,1,9,0,9,9,9,9,0,0,0,0,1,9,0,1,9,9,9,9,1,9,0,1,9,9,9,9,9,1,9,9,0,1,9,NA,NA,4.995,NA,27.442,7.572,10.803,NA,8.159,NA,NA,NA,NA,11.274,25.248,23.523,19.435,12.45,NA,16.147,15.182,NA,NA,NA,NA,10.769,NA,10.686,16.065,NA,NA,NA,NA,NA,14.592,NA,NA,8.787,9.056,NA
1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,9,9,1,1,1,1,9,9,1,0,1,9,1,1,1,1,1,5.341,6,4.527,6.231,9.941,6.099,6.335,8.207,5.095,6.366,7.733,4.882,4.249,9.712,8.44,4.583,7.927,10.566,7.165,14.686,4.117,5.837,5.465,NA,NA,6.383,7.143,4.751,7.733,NA,NA,5.149,4.466,6.365,NA,5.066,3.778,5.459,9.363,15.617
9,9,1,9,9,9,9,9,9,9,0,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,1,1,9,9,0,0,9,9,9,0,NA,NA,12.703,NA,NA,NA,NA,NA,NA,NA,22.919,30,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,21.146,7.743,NA,NA,16.565,22.11,NA,NA,NA,14.738
1,9,9,9,9,9,9,9,9,1,1,9,9,9,1,1,0,1,1,0,9,9,9,9,9,1,9,9,9,9,9,1,1,0,9,9,1,9,1,1,4.686,NA,NA,NA,NA,NA,NA,NA,NA,6.465,5.918,NA,NA,NA,30,11.004,8.908,30,13.757,22.05,NA,NA,NA,NA,NA,9.267,NA,NA,NA,NA,NA,4.709,30,14.466,NA,NA,15.03,NA,10.21,12.39
1,9,9,9,9,1,1,1,9,9,1,1,9,0,0,9,1,1,9,0,1,9,9,9,9,1,1,9,9,0,1,1,1,1,9,0,9,1,0,9,4.986,NA,NA,NA,NA,10.112,8.588,15.703,NA,NA,10.104,12.972,NA,18.486,10.312,NA,9.269,17.491,NA,9.775,5.413,NA,NA,NA,NA,7.215,10.537,NA,NA,11.514,9.127,12.257,10.747,18.159,NA,10.692,NA,7.978,16.631,NA
9,1,1,1,1,1,1,9,1,1,1,9,1,1,9,9,1,9,1,9,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,14.226,5.853,8.849,6.525,5.108,7.655,NA,8.775,6.918,6.155,NA,4.946,10.035,NA,NA,5.458,NA,7.3,NA,4.381,8.665,NA,5.835,18.313,7.872,7.055,4.753,5.382,8.449,5.83,3.609,6.012,8.631,6.558,10.532,7.776,4.628,8.081,12.155
1,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,9.231,6.542,4.283,3.156,6.166,5.381,2.879,9.909,12.054,5.598,5.053,3.846,NA,11.257,NA,3.776,2.882,7.001,10.648,8.996,6.435,6.009,12.447,8.647,6.648,7.32,3.31,5.177,3.521,2.744,4.677,3.904,13.171,8.789,5.438,2.941,5.503,12.599,3.67,NA
9,9,9,1,0,9,9,9,1,1,1,9,9,9,0,9,9,1,9,0,1,9,1,9,9,1,9,1,9,0,1,1,9,1,9,9,9,1,1,1,NA,NA,NA,11.389,30,NA,NA,NA,11.829,7.486,10.018,NA,NA,NA,30,NA,NA,5.606,NA,18.461,5.173,NA,7.45,NA,NA,6.975,NA,5.541,NA,8.732,13.367,6.948,NA,11.867,NA,NA,NA,7.516,20.451,21.118
1,1,1,1,1,1,9,1,1,1,1,9,1,1,1,0,1,9,9,9,9,1,9,9,1,1,1,9,1,1,9,1,9,9,9,1,9,9,1,1,13.064,8.627,7.842,6.312,8.813,4.301,NA,9.963,14.86,8.292,6.755,NA,17.14,7.733,6.376,5.229,5.574,NA,NA,NA,NA,6.399,NA,NA,27.925,17.885,7.414,NA,8.332,12.195,NA,5.31,NA,NA,NA,14.122,NA,NA,10.256,5.402
9,1,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,1,NA,14.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.394,NA,NA,NA,NA,NA,NA,NA,30,5.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,27.441
1,9,9,9,0,1,0,9,0,9,9,9,1,1,9,9,9,9,0,0,9,9,1,1,9,9,0,1,1,1,1,1,9,9,1,0,1,9,9,1,6.327,NA,NA,NA,15.79,3.217,12.896,NA,10.512,NA,NA,NA,5.24,23.776,NA,NA,NA,NA,8.081,21.351,NA,NA,6.293,14.79,NA,NA,9.064,6.055,24.159,10.583,5.225,4.687,NA,NA,8.871,11.135,16.856,NA,NA,21.92
1,1,1,0,0,9,0,9,9,1,9,9,9,9,0,9,9,1,9,9,1,1,9,1,1,9,9,9,1,9,1,1,0,1,1,9,1,1,1,1,5.383,11.099,8.11,13.117,11.331,NA,5.715,NA,NA,18.718,NA,NA,NA,NA,25.189,NA,NA,5.139,NA,NA,3.366,15.817,NA,30,12.765,NA,NA,NA,8.1,NA,6.265,7.086,9.678,13.433,11.754,NA,5.233,11.755,11.3,19.783
0,0,1,0,0,9,0,9,0,9,9,0,0,0,9,0,9,1,0,0,1,0,0,9,0,0,0,1,0,0,9,1,1,0,0,1,9,1,9,9,3.366,10.663,6.704,14.111,5.207,NA,14.495,NA,5.799,NA,NA,11.631,10.567,9.84,NA,8.927,NA,5.823,2.927,6.255,5.68,15.303,8.471,NA,7.423,4.463,12.103,15.622,10.215,3.72,NA,6.383,6.991,5.688,4.791,8.303,NA,8.783,NA,NA
9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,1,9,9,1,9,9,0,9,9,9,9,9,9,1,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6,NA,14.328,NA,NA,30,NA,NA,30,NA,NA,NA,NA,NA,NA,7.147,NA,NA,NA
9,9,9,9,9,1,9,1,9,9,0,9,1,9,0,9,9,9,9,0,1,9,1,0,0,9,9,1,9,9,9,0,1,0,9,1,9,9,9,9,NA,NA,NA,NA,NA,4.214,NA,9.266,NA,NA,5.482,NA,30,NA,19.035,NA,NA,NA,NA,11.143,6.533,NA,30,30,3.419,NA,NA,7.052,NA,NA,NA,5.104,9.208,12.482,NA,13.666,NA,NA,NA,NA
1,1,9,9,9,1,1,9,1,1,0,1,1,9,1,0,1,9,1,1,0,9,9,9,1,1,1,9,9,1,9,1,9,1,9,1,1,1,9,9,4.61,9.782,NA,NA,NA,10.858,15.74,NA,5.806,11.208,14.306,7.928,5.045,NA,30,7.879,9.328,NA,9.137,7.668,6.61,NA,NA,NA,24.607,19.982,7.833,NA,NA,6.762,NA,3.786,NA,9.813,NA,9.682,5.14,4.927,NA,NA
0,0,0,0,0,0,0,0,0,0,9,9,9,9,0,0,9,1,0,9,0,0,0,9,0,9,0,0,9,0,9,0,9,0,0,9,0,0,9,9,7.015,12.821,12.798,10.509,13.012,3.358,12.492,6.654,9.963,9.001,NA,NA,NA,NA,7.966,8.193,NA,5.313,7.266,NA,11.896,12.449,6.829,NA,24.813,NA,7.145,4.622,NA,12.756,NA,7.642,NA,9.547,3.979,NA,7.645,5.295,NA,NA
9,9,9,1,1,1,9,9,1,1,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,0,9,9,9,9,1,9,9,1,0,9,9,9,9,1,NA,NA,NA,30,20.649,9.268,NA,NA,12.575,15.776,NA,NA,NA,NA,NA,NA,24.614,13.383,NA,NA,NA,NA,NA,NA,NA,5.924,NA,NA,NA,NA,28.517,NA,NA,22.648,30,NA,NA,NA,NA,21.879
1,1,9,0,1,9,9,9,9,9,9,1,9,9,0,0,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,15.119,26.18,NA,14.58,30,NA,NA,NA,NA,NA,NA,13.564,NA,NA,30,28.956,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,0,1,9,1,1,0,1,9,9,0,0,1,0,1,9,0,9,0,1,1,1,1,9,1,1,1,1,0,1,1,0,1,0,1,9,0,9,9,1,NA,12.852,3.01,NA,19.372,2.031,26.582,7.028,NA,NA,7.942,14.223,6.71,5.32,26.225,NA,6.753,NA,6.589,15.433,4.368,8.387,3.788,NA,6.627,4.484,10.082,4.45,5.228,10.563,8.924,5.092,5.842,5.421,8.465,NA,3.388,NA,NA,5.083
1,1,1,1,0,9,9,9,9,9,1,9,1,0,0,1,1,1,1,1,1,1,1,9,9,1,0,1,9,0,9,1,9,1,9,0,1,0,1,9,5.745,14.739,2.698,6.777,2.544,NA,NA,NA,NA,NA,10.231,NA,3.856,8.573,11.009,8.736,3.408,5.556,19.546,24.027,4.465,7.024,3.132,NA,NA,3.639,11.073,3.457,NA,13.835,NA,2.791,NA,7.972,NA,30,2.445,4.156,17.894,NA
9,9,9,9,9,9,1,9,1,1,9,1,1,1,1,9,1,1,9,9,1,9,9,9,1,1,0,9,1,1,1,1,1,1,0,9,9,1,9,1,NA,NA,NA,NA,NA,NA,11.74,NA,10.557,5.989,NA,13.669,10.062,9.183,16.775,NA,30,9.093,NA,NA,17.652,NA,NA,NA,14.619,5.475,5.974,NA,11.934,20.477,10.999,5.263,13.118,11.846,5.406,NA,NA,7.985,NA,16.538
1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.879,6.001,3.416,4.648,10.991,5.207,3.592,7.344,7.447,3.64,9.503,4.287,4.415,6.086,5.919,4.735,2.655,4.734,7.071,23.415,2.543,3.76,2.199,8.872,7.312,8.743,6.359,3.064,4.616,4.632,3.142,2.767,4.152,5.256,6.761,3.271,3.823,5.063,4.958,5.007
9,0,9,1,9,1,1,0,9,9,1,9,1,1,0,1,1,9,9,0,1,1,1,9,9,1,9,1,0,9,9,9,9,9,9,0,1,9,9,0,NA,15.621,NA,18.076,NA,10.508,8.564,30,NA,NA,9.61,NA,13.675,16.163,11.757,13.73,11.139,NA,NA,10.368,6.961,11.475,11.433,NA,NA,12.049,NA,8.851,12.776,NA,NA,NA,NA,NA,NA,6.037,7.594,NA,NA,11.36
9,9,9,9,0,1,9,9,1,0,1,0,9,1,1,9,1,1,9,1,1,1,1,1,9,0,9,1,9,0,1,1,0,9,1,9,1,1,9,9,NA,NA,NA,NA,26.332,5.399,NA,NA,18.966,6.782,8.694,8.199,NA,6.422,20.853,NA,6.771,10.318,NA,15.342,5.799,9.11,13.255,8.974,NA,8.59,NA,6.926,NA,16.686,7.519,3.662,9.31,NA,11.934,NA,10.014,7.869,NA,NA
9,9,9,9,9,9,9,1,9,9,1,9,0,9,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,1,1,9,9,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,30,NA,5.651,NA,NA,18.481,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.561,NA,NA,NA,NA,NA,NA,10.197,4.358,NA,NA
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.687,4.031,3.317,5.39,5.572,2.287,3.909,6.032,3.827,5.009,2.801,4.804,4.104,5.907,5.59,3.284,2.768,4.217,3.689,4.569,2.199,3.923,3.609,5.039,4.36,2.742,3.174,3.148,3.243,6.793,3.539,2.999,3.518,3.11,4.737,3.425,3.225,9.867,3.846,6.818
9,1,9,9,0,1,1,9,0,1,9,1,9,0,9,1,9,1,0,9,1,1,9,9,9,9,9,1,1,0,9,1,9,9,9,9,9,9,9,0,NA,7.451,NA,NA,17.142,8.663,10.324,NA,30,13.521,NA,12.885,NA,30,NA,6.528,NA,4.748,18.148,NA,10.206,8.998,NA,NA,NA,NA,NA,8.117,9.711,14.624,NA,5.571,NA,NA,NA,NA,NA,NA,NA,24.671
9,9,1,9,1,9,9,9,1,1,9,9,1,9,1,9,1,1,9,9,9,9,9,9,1,1,1,1,9,1,9,1,1,1,1,0,9,9,1,0,NA,NA,14.854,NA,13.951,NA,NA,NA,15.7,13.409,NA,NA,7.513,NA,10.809,NA,7.881,6.546,NA,NA,NA,NA,NA,NA,14.529,6.272,11.581,6.609,NA,8.241,NA,9.823,5.793,11.522,23.76,27.814,NA,NA,8.723,18.249
1,1,9,1,9,1,9,9,1,9,1,9,1,1,9,1,9,0,9,9,1,1,1,9,1,9,9,1,9,1,9,1,9,1,1,1,1,1,1,9,5.315,6.404,NA,10.016,NA,4.185,NA,NA,27.004,NA,6.037,NA,5.325,12.033,NA,6.284,NA,9.024,NA,NA,3.954,5.612,5.581,NA,30,NA,NA,5.531,NA,19.266,NA,7.357,NA,13.091,19.255,11.13,4.938,5.346,12.926,NA
9,9,1,1,9,9,9,0,9,9,9,1,0,9,9,9,9,1,9,9,9,9,9,1,0,1,9,9,1,0,1,1,0,9,9,1,9,1,1,1,NA,NA,8.434,16.35,NA,NA,NA,30,NA,NA,NA,11.177,7.692,NA,NA,NA,NA,13.994,NA,NA,NA,NA,NA,12.723,20.369,4.147,NA,NA,18.382,7.684,14.552,4.69,30,NA,NA,14.517,NA,12.053,11.508,28.664
9,9,0,1,0,9,1,1,1,0,9,9,0,9,9,1,9,1,9,9,9,9,1,1,9,9,9,9,1,9,9,9,1,1,9,9,9,9,9,9,NA,NA,14.403,8.321,30,NA,19.937,18.312,10.757,13.363,NA,NA,30,NA,NA,15.246,NA,21.097,NA,NA,NA,NA,15.471,12.943,NA,NA,NA,NA,15.163,NA,NA,NA,24.291,10.165,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.471,6.279,4.348,9.448,5.433,5.737,6.04,10.812,3.182,18.705,8.726,3.81,5.279,8.63,10.429,4.401,5.356,3.767,3.287,5.334,3.364,3.442,8.847,5.754,5.336,6.117,6.304,4.354,4.229,7.62,2.822,5.905,3.777,4.581,3.442,5.243,6.029,4.361,3.781,6.749
9,9,9,9,1,9,9,9,9,9,9,9,9,0,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,1,9,0,9,9,9,1,9,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,30,NA,NA,NA,30,NA
9,1,9,9,1,9,9,0,9,1,9,9,1,9,1,9,1,9,9,9,9,0,1,9,1,1,9,9,1,9,1,9,9,9,0,9,9,1,1,9,NA,10.12,NA,NA,30,NA,NA,23.863,NA,9.805,NA,NA,9.565,NA,19.745,NA,7.983,NA,NA,NA,NA,15.294,13.649,NA,26.447,5.002,NA,NA,16.998,NA,9.727,NA,NA,NA,16.583,NA,NA,18.478,13.135,NA
9,9,9,0,9,1,9,1,9,9,9,9,9,9,0,9,9,9,9,0,9,0,9,9,9,9,0,9,9,9,1,0,9,0,9,9,9,9,9,9,NA,NA,NA,4.075,NA,13.112,NA,23.414,NA,NA,NA,NA,NA,NA,18.925,NA,NA,NA,NA,30,NA,21.499,NA,NA,NA,NA,11.488,NA,NA,NA,30,17.086,NA,30,NA,NA,NA,NA,NA,NA
9,9,9,9,9,9,9,9,9,8,9,9,8,9,9,0,9,0,9,9,9,0,9,0,9,0,9,1,9,9,9,1,9,9,9,9,9,9,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,30,NA,NA,18.514,NA,15.79,NA,NA,NA,30,NA,17.007,NA,6.697,NA,10.609,NA,NA,NA,12.449,NA,NA,NA,NA,NA,NA,27.986,NA
9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,1,1,9,9,9,9,1,9,9,9,9,1,1,9,0,9,1,1,1,9,1,9,1,9,9,NA,NA,NA,NA,NA,NA,23.916,NA,NA,NA,NA,NA,NA,NA,NA,9.501,8.417,NA,NA,NA,NA,23.621,NA,NA,NA,NA,30,5.499,NA,30,NA,6.832,30,11.199,NA,20.401,NA,5.316,NA,NA
9,0,9,1,0,9,9,9,9,9,9,9,9,9,9,0,9,1,9,9,1,1,9,9,1,0,0,9,9,9,1,9,1,9,9,9,9,9,9,9,NA,14.195,NA,9.052,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,6.848,NA,NA,7.398,12.815,NA,NA,26.611,19.079,13.112,NA,NA,NA,30,NA,11.485,NA,NA,NA,NA,NA,NA,NA
1,9,9,9,0,9,9,1,9,9,9,9,9,9,9,1,9,0,9,0,9,1,9,1,9,9,1,9,9,1,9,0,9,9,9,0,1,1,1,1,3.335,NA,NA,NA,25.808,NA,NA,22.398,NA,NA,NA,NA,NA,NA,NA,29.54,NA,14.257,NA,30,NA,4.788,NA,6.904,NA,NA,13.334,NA,NA,8.79,NA,6.435,NA,NA,NA,12.579,5.448,13.607,13.515,18.961
9,0,1,0,0,0,1,9,0,0,9,9,0,9,0,9,1,0,9,9,1,1,0,0,0,0,1,1,0,0,0,0,9,9,0,9,9,9,9,0,NA,3.001,7.945,8.937,1.857,4.415,13.773,NA,3.355,6.75,NA,NA,2.148,NA,6.926,NA,7.377,24.528,NA,NA,9.781,30,7.961,5.502,9.998,9.161,14.127,14.439,7.811,1.871,7.423,10.792,NA,NA,8.398,NA,NA,NA,NA,6.08
9,9,9,9,9,9,0,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA
1,9,9,1,1,1,1,1,1,1,1,1,1,1,9,1,0,9,0,1,1,1,1,1,9,1,1,1,9,1,9,9,1,1,1,1,1,1,1,9,3.586,NA,NA,6.497,8.079,3.637,12.267,5.56,9.018,9.681,8.058,9.802,9.363,9.378,NA,8.459,12.561,NA,9.169,9.777,7.402,7.641,7.555,5.5,NA,8.652,7.409,5.648,NA,9.571,NA,NA,4.949,11.116,4.856,8.558,4.038,4.88,8.608,NA
1,1,9,1,0,1,9,9,9,1,9,9,9,9,0,9,9,1,9,0,1,1,9,1,9,1,1,9,9,1,0,1,1,9,9,1,1,1,1,0,8.733,10.937,NA,26.971,18.807,8.765,NA,NA,NA,15.885,NA,NA,NA,NA,22.127,NA,NA,4.903,NA,14.415,3.334,7.533,NA,8.332,NA,9.979,8.22,NA,NA,16.799,8.453,8.983,9.25,NA,NA,7.679,3.719,5.931,22.69,14.667
1,1,9,9,1,1,9,9,9,1,0,1,9,1,1,0,9,1,1,1,1,9,1,9,1,1,1,1,1,1,1,0,9,0,1,1,1,9,9,1,3.532,4.397,NA,NA,9.613,5.699,NA,NA,NA,5.73,7.611,5.171,NA,10.848,8.065,7.248,NA,7.133,6.698,14.285,4.151,NA,9.184,NA,6.317,3.633,7.482,10.665,5.398,7.735,5.583,5.084,NA,9.499,8.7,23.866,21.215,NA,NA,16.212
9,1,1,9,1,1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,9,1,9,1,1,1,1,1,1,0,1,1,1,1,1,NA,8.167,5.475,NA,5.575,3.187,5.951,9.003,NA,5.667,4.323,6.623,4.541,8.465,7.659,8.973,6.201,3.975,NA,10.867,3.462,12.873,8.367,5.741,9.643,NA,6.01,NA,7.543,6.166,4.735,6.509,5.971,7.403,6.101,5.198,5.135,6.229,17.736,11.249
0,9,9,9,0,9,1,9,9,9,0,9,9,9,9,9,1,9,0,9,1,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,9,0,9,21.235,NA,NA,NA,30,NA,20.429,NA,NA,NA,20.038,NA,NA,NA,NA,NA,15.619,NA,30,NA,9.01,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,12.968,NA,30,NA
1,1,1,1,1,9,1,1,9,1,0,1,1,1,9,1,1,1,1,1,0,1,1,9,1,9,1,9,1,1,9,1,0,1,0,1,1,9,9,1,3.703,6.541,5.642,5.263,21.221,NA,13.323,5.182,NA,4.255,9.282,7.276,4.716,13.503,NA,17.447,18.648,6.252,5.984,12.621,10.929,9.127,3.124,NA,7.218,NA,6.521,NA,5.297,4.284,NA,6.539,9.923,6.676,9.316,12.382,5.111,NA,NA,4.384
9,1,9,9,9,1,9,9,9,9,1,9,1,0,9,9,9,9,9,1,1,1,1,9,9,1,9,9,9,9,9,9,1,9,9,9,9,1,1,9,NA,30,NA,NA,NA,14.999,NA,NA,NA,NA,10.941,NA,11.663,18.455,NA,NA,NA,NA,NA,29.101,5.893,16.917,5.815,NA,NA,5.118,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,13.342,30,NA
1,0,9,0,0,1,1,1,0,0,1,1,9,0,9,1,9,1,0,0,1,9,1,9,9,9,1,9,0,0,9,1,1,9,9,0,1,1,9,0,3.283,15.067,NA,9.285,7.437,13.1,10.507,21.686,3.349,7.094,12.574,9.689,NA,15.06,NA,10.135,NA,12.839,7.376,3.021,6.944,NA,6.152,NA,NA,NA,12.323,NA,12.25,7.78,NA,5.456,8.351,NA,NA,20.888,4.074,4.613,NA,4.348
1,9,0,0,9,1,1,9,1,0,9,9,1,9,1,1,1,0,0,1,0,1,1,9,9,0,0,1,1,0,1,0,1,9,1,1,1,1,9,1,6.054,NA,8.446,6.583,NA,5.99,5.822,NA,7.951,5.438,NA,NA,6.566,NA,9.542,20.861,5.366,16.654,10.543,8.126,4.454,26.91,5.278,NA,NA,4.758,9.526,6.446,8.785,6.662,7.301,7.774,9.918,NA,6.334,7.902,6.278,5.508,NA,11.781
1,9,1,1,0,1,9,9,1,9,9,1,1,1,9,0,1,9,9,9,0,1,9,1,9,9,9,1,1,9,1,0,9,1,0,9,9,1,1,1,7.319,NA,9.167,9.423,14.198,7.376,NA,NA,10.822,NA,NA,10.464,9.664,10.512,NA,27.064,12.718,NA,NA,NA,5.871,7.359,NA,7.024,NA,NA,NA,9.19,10.239,NA,13.217,5.031,NA,6.719,13.248,NA,NA,6.943,9.927,23.712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.974,7.205,3.43,3.447,13.726,4.157,3.879,4.343,2.125,6.063,2.471,3.877,13.118,2.279,5.111,2.574,1.974,8.126,5.693,3.365,2.542,18.114,5.727,7.44,4.126,10.789,6.716,2.053,2.982,2.901,2.533,2.742,4.766,6.63,4.804,4.929,9.061,2.508,5.807,6.037
0,0,9,0,0,0,0,0,9,9,0,0,0,0,0,9,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8.572,2.54,NA,8.483,12.036,3.06,7.637,5.636,NA,NA,11.922,3.86,4.876,7.46,4.772,NA,3.756,3.484,8.148,NA,20.331,7.956,3.82,6.588,3.316,1.971,5.58,20.196,4.66,5.372,3.459,NA,4.644,8.899,2.716,8.499,8.931,7.404,18.156,14.988
9,9,9,9,9,9,9,9,0,9,9,9,9,0,9,9,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,26.671,NA,NA,NA,NA,27.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA
1,1,1,1,9,9,0,1,1,1,9,1,1,1,9,1,1,1,9,9,1,1,9,1,1,1,1,1,1,1,1,1,1,1,0,1,9,1,1,1,3.65,8.736,21.004,10.173,NA,NA,8.366,7.246,5.932,10.016,NA,9.326,4.655,5.413,NA,4.751,8.785,7.047,NA,NA,3.298,5.877,NA,5.693,4.941,7.632,6.11,4.83,7.984,6.818,7.667,6.169,4.683,9.367,8.103,15.028,NA,29.731,5.351,7.238
9,9,1,9,9,9,1,9,9,9,1,1,9,1,9,9,9,1,9,9,1,1,9,1,9,9,1,9,9,9,9,9,0,1,1,1,9,9,0,9,NA,NA,11.221,NA,NA,NA,14.729,NA,NA,NA,11.362,9.431,NA,30,NA,NA,NA,16.601,NA,NA,12.919,15.857,NA,9.029,NA,NA,30,NA,NA,NA,NA,NA,13.673,10.5,18.293,9.489,NA,NA,13.724,NA
9,0,9,9,9,1,9,0,0,9,9,0,9,9,9,0,0,9,9,9,9,9,9,9,0,9,9,1,9,0,9,9,9,9,9,9,9,9,9,9,NA,18.334,NA,NA,NA,5.295,NA,22.822,30,NA,NA,26.853,NA,NA,NA,15.782,14.118,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,17.523,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,9,1,1,0,9,9,1,0,1,1,9,9,9,9,1,1,1,9,0,1,1,1,1,9,1,9,9,9,1,1,1,1,0,9,9,9,0,9,10.167,12.776,NA,10.164,6.574,6.179,NA,NA,9.308,14.34,16.279,8.442,NA,NA,NA,NA,6.449,8.477,6.639,NA,5.375,11.153,7.856,8.984,8.892,NA,13.217,NA,NA,NA,7.965,10.985,6.43,16.191,9.429,NA,NA,NA,18.306,NA
9,9,1,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,0,0,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,0,0,NA,NA,14.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.385,NA,NA,NA,23.75,27.591,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.578,NA,NA,30,30
9,9,9,9,1,1,1,9,9,0,1,9,1,1,9,9,1,9,1,9,1,1,9,9,1,1,1,9,1,9,9,9,9,9,1,1,9,9,1,1,NA,NA,NA,NA,16.112,4.159,14.159,NA,NA,7.8,19.456,NA,5.742,30,NA,NA,5.567,NA,9.998,NA,4.283,7.894,NA,NA,17.982,11.521,7.998,NA,9.74,NA,NA,NA,NA,NA,6.227,30,NA,NA,20.465,12.645
