respondent_id,age,gender,education,employment,marital_status,fwb1_1,fwb1_2,fwb1_3,fwb1_4,fwb1_5,fwb1_6,fwb2_1,fwb2_2,fwb2_3,fwb2_4,raise2000,financial_knowledge,debt_collector,hardship_food,hardship_doctor
7203,45-54,Male,Graduate/professional degree,Self-employed,Married,3,2,2,2,3,2,4,3,3,2,2,4,8,3,3
10182,35-44,Male,High school degree/GED,Work part-time for an employer or the military,Never married,3,3,3,3,3,3,2,3,2,2,4,6,0,1,1
13497,45-54,Female,Some college/Associate,Work part-time for an employer or the military,Married,4,3,2,4,1,3,1,4,1,2,4,4,0,1,1
14350,55-61,Male,Bachelor's degree,Retired,Married,5,4,1,4,1,3,1,5,1,2,4,7,0,1,1
11118,35-44,Female,Graduate/professional degree,Work full-time for an employer or the military,Married,2,2,3,3,4,4,3,2,1,3,3,3,0,1,1
10394,18-24,Male,Some college/Associate,Work full-time for an employer or the military,Never married,3,4,2,3,3,3,3,3,1,3,4,6,0,1,1
13706,45-54,Male,High school degree/GED,Self-employed,Never married,3,3,3,3,4,4,3,3,2,5,3,4,0,1,1
14002,25-34,Male,Bachelor's degree,Work full-time for an employer or the military,Married,4,4,2,4,2,2,3,4,1,2,4,4,0,1,1
11252,55-61,Male,Some college/Associate,Work full-time for an employer or the military,Married,5,5,1,5,1,1,1,5,1,2,4,6,0,1,1
13301,18-24,Female,Bachelor's degree,Work part-time for an employer or the military,Married,3,4,2,4,3,3,3,3,2,3,3,5,0,1,1
9237,25-34,Female,Graduate/professional degree,Work part-time for an employer or the military,Married,3,4,1,4,2,2,2,5,2,2,4,5,0,1,1
13557,25-34,Male,Bachelor's degree,Work full-time for an employer or the military,Married,1,3,3,3,3,3,3,2,2,2,3,5,0,1,1
14259,45-54,Male,Bachelor's degree,Work full-time for an employer or the military,Married,3,2,2,3,3,3,1,3,3,2,4,5,1,1,1
9487,35-44,Female,Less than high school,Self-employed,Never married,4,3,2,3,2,3,2,4,2,2,4,5,0,1,1
7754,35-44,Male,Some college/Associate,Work full-time for an employer or the military,Never married,3,4,2,4,2,2,1,4,1,1,4,6,0,1,1
8769,45-54,Male,Bachelor's degree,Work full-time for an employer or the military,Married,3,3,4,2,5,5,2,2,2,3,3,5,0,1,2
9488,35-44,Female,Some college/Associate,Work full-time for an employer or the military,Married,3,4,2,4,3,4,2,4,1,1,3,5,0,1,1
11853,35-44,Female,Some college/Associate,Homemaker,Married,3,4,1,3,1,2,2,3,2,2,4,4,0,1,1
10595,55-61,Male,Less than high school,Permanently sick/disabled or unable to work,Divorced/Separated,3,2,4,3,3,3,2,4,2,2,3,5,1,1,1
12874,18-24,Male,High school degree/GED,Work part-time for an employer or the military,Never married,3,4,2,3,3,3,3,4,2,3,3,4,0,1,1
10395,45-54,Male,Less than high school,Work full-time for an employer or the military,Married,1,3,5,2,5,5,3,1,4,5,1,5,0,1,2
12178,55-61,Female,High school degree/GED,Work full-time for an employer or the military,Widowed,2,1,2,2,5,5,5,3,2,4,8,1,0,1,1
13195,35-44,Female,Some college/Associate,Work full-time for an employer or the military,Never married,3,1,4,3,3,5,3,3,3,4,4,4,1,1,2
8770,55-61,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,5,3,3,3,4,3,1,2,3,2,4,6,0,1,1
8771,35-44,Male,Bachelor's degree,Work full-time for an employer or the military,Married,3,4,2,3,2,2,2,4,2,4,4,4,0,1,1
11641,35-44,Male,Bachelor's degree,Work full-time for an employer or the military,Married,5,5,1,4,1,2,1,5,1,2,4,6,0,1,1
8989,45-54,Female,High school degree/GED,Self-employed,Married,3,3,2,3,3,2,2,3,2,2,4,5,0,1,1
11253,18-24,Female,Less than high school,Unemployed or temporarily laid off,Never married,1,2,4,3,3,4,3,3,2,3,1,3,0,1,3
13944,45-54,Female,High school degree/GED,Work full-time for an employer or the military,Widowed,3,3,4,4,4,4,4,2,2,4,1,1,0,2,1
11947,25-34,Female,Less than high school,Permanently sick/disabled or unable to work,Divorced/Separated,3,3,5,2,3,3,5,1,3,3,8,4,8,2,2
8990,18-24,Male,High school degree/GED,Self-employed,Never married,3,3,3,3,3,3,3,3,3,3,2,5,0,1,1
11119,35-44,Female,Less than high school,Refused,Married,1,1,5,2,3,1,5,1,4,3,1,1,1,3,3
10596,35-44,Female,Graduate/professional degree,Work part-time for an employer or the military,Married,3,5,2,4,2,4,1,4,2,3,4,5,0,1,1
10183,35-44,Female,Bachelor's degree,Work full-time for an employer or the military,Never married,3,3,3,3,3,3,3,3,3,3,3,4,0,1,1
13406,35-44,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,3,3,2,4,1,1,2,4,1,3,4,5,0,1,1
10184,35-44,Male,Bachelor's degree,Work full-time for an employer or the military,Never married,2,3,5,3,3,5,5,2,3,4,3,3,0,2,1
9238,55-61,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,4,4,2,3,1,3,1,5,1,2,4,5,0,1,1
13010,35-44,Female,Less than high school,Homemaker,Married,2,2,1,3,3,3,2,3,2,3,3,5,1,2,2
12646,45-54,Female,Graduate/professional degree,Work full-time for an employer or the military,Divorced/Separated,2,3,3,4,3,5,3,3,3,3,3,4,0,1,3
12938,45-54,Female,Bachelor's degree,Work full-time for an employer or the military,Married,2,3,2,2,2,4,2,4,1,2,4,5,0,1,1
13852,18-24,Female,High school degree/GED,Full-time student,Never married,1,2,3,3,4,5,2,4,3,3,1,2,0,2,1
8154,35-44,Male,Bachelor's degree,Work full-time for an employer or the military,Living with partner,5,4,2,4,1,3,1,5,1,2,4,6,0,1,1
8155,18-24,Female,High school degree/GED,Full-time student,Never married,1,2,2,2,3,3,2,2,2,3,1,5,0,1,1
8360,45-54,Male,Some college/Associate,Permanently sick/disabled or unable to work,Divorced/Separated,1,1,5,1,1,5,5,1,5,5,1,4,0,2,2
12785,55-61,Male,Graduate/professional degree,Retired,Married,3,4,2,5,3,2,2,4,1,1,4,7,0,1,1
10185,35-44,Female,High school degree/GED,Unemployed or temporarily laid off,Divorced/Separated,1,1,5,1,1,5,5,1,1,5,1,2,8,3,2
12365,45-54,Male,High school degree/GED,Work full-time for an employer or the military,Married,3,3,3,3,3,3,2,3,2,3,3,5,0,1,1
9962,35-44,Male,Some college/Associate,Self-employed,Married,4,5,2,4,2,2,2,4,2,2,4,6,0,1,1
14376,25-34,Female,High school degree/GED,Self-employed,Married,2,2,3,3,3,5,3,2,2,1,1,4,0,1,1
8156,55-61,Female,Graduate/professional degree,Work full-time for an employer or the military,Married,5,5,1,5,1,3,1,5,1,2,4,6,0,1,1
10597,45-54,Female,High school degree/GED,Homemaker,Married,5,5,1,5,1,3,1,5,1,1,4,5,0,1,1
12833,35-44,Female,Graduate/professional degree,Work full-time for an employer or the military,Never married,2,3,3,3,3,3,3,3,5,4,2,4,1,2,2
14239,25-34,Female,Bachelor's degree,Work full-time for an employer or the military,Living with partner,3,3,3,3,3,3,2,4,2,3,4,4,0,1,1
10947,45-54,Male,High school degree/GED,Unemployed or temporarily laid off,Never married,1,2,1,2,3,3,2,2,3,3,3,5,0,1,1
8991,25-34,Male,High school degree/GED,Work full-time for an employer or the military,Married,1,3,5,2,5,5,5,2,5,4,1,3,1,3,3
7168,35-44,Female,High school degree/GED,Self-employed,Never married,2,5,5,4,5,4,5,5,5,5,2,6,1,2,2
11744,25-34,Male,Some college/Associate,Work full-time for an employer or the military,Never married,1,2,3,3,3,4,3,1,3,3,1,2,0,1,1
12101,55-61,Male,Some college/Associate,Work full-time for an employer or the military,Married,3,3,3,2,3,4,4,3,2,3,4,4,0,1,1
10186,35-44,Male,Some college/Associate,Work full-time for an employer or the military,Living with partner,5,5,2,4,2,3,3,5,2,1,4,5,0,1,1
8362,25-34,Female,Some college/Associate,Work part-time for an employer or the military,Living with partner,1,1,4,2,5,5,4,2,5,5,1,1,1,3,2
10396,55-61,Female,Some college/Associate,Self-employed,Divorced/Separated,3,3,3,3,4,4,3,4,2,3,3,6,0,1,1
7418,25-34,Male,Bachelor's degree,Work full-time for an employer or the military,Married,4,4,2,4,2,3,3,3,4,2,4,5,0,1,1
11854,45-54,Male,High school degree/GED,Permanently sick/disabled or unable to work,Married,3,3,4,3,3,5,2,3,1,2,4,5,0,1,1
9734,45-54,Female,Some college/Associate,Self-employed,Married,1,2,4,3,5,5,4,2,2,4,8,4,1,1,2
12102,55-61,Male,Some college/Associate,Permanently sick/disabled or unable to work,Never married,2,2,4,3,4,4,3,2,5,4,2,3,1,1,1
8363,45-54,Male,Some college/Associate,Work full-time for an employer or the military,Married,3,3,2,3,2,3,2,4,2,2,4,5,0,1,1
12031,25-34,Male,Graduate/professional degree,Work full-time for an employer or the military,Never married,4,3,3,3,4,3,1,5,1,2,4,-1,0,1,1
12103,25-34,Male,Bachelor's degree,Work full-time for an employer or the military,Married,4,4,2,4,2,3,1,4,2,3,4,6,0,1,1
9491,45-54,Male,Some college/Associate,Work full-time for an employer or the military,Divorced/Separated,3,3,5,2,5,5,3,3,3,5,4,5,1,1,2
7876,25-34,Male,Some college/Associate,Work full-time for an employer or the military,Married,4,3,2,3,3,4,2,4,2,3,4,5,0,1,1
13226,25-34,Male,Some college/Associate,Work full-time for an employer or the military,Never married,3,3,1,3,3,3,2,3,2,2,2,5,1,2,1
8772,45-54,Female,Bachelor's degree,Retired,Married,3,2,3,3,3,5,3,3,2,3,3,4,0,1,1
9239,55-61,Female,Some college/Associate,Work full-time for an employer or the military,Married,2,3,3,2,4,4,3,1,2,4,2,6,0,1,1
10187,45-54,Female,High school degree/GED,Work full-time for an employer or the military,Living with partner,1,1,5,1,4,5,4,4,4,5,2,1,0,3,2
9240,35-44,Male,Graduate/professional degree,Work full-time for an employer or the military,Living with partner,4,4,2,4,2,3,3,5,2,3,4,6,0,1,1
12569,55-61,Male,Less than high school,Permanently sick/disabled or unable to work,Married,3,3,5,3,5,4,3,1,5,5,1,1,0,2,1
7755,45-54,Male,Graduate/professional degree,Work full-time for an employer or the military,Never married,4,3,2,3,3,3,1,5,1,2,4,7,0,1,1
10948,35-44,Female,Bachelor's degree,Work full-time for an employer or the military,Married,4,4,1,4,1,1,2,5,1,1,4,6,0,1,1
9492,35-44,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,5,5,1,4,1,1,1,5,1,1,4,7,0,1,1
13607,35-44,Female,Bachelor's degree,Work full-time for an employer or the military,Married,3,3,1,3,1,2,1,5,1,2,4,4,0,1,1
12240,55-61,Female,Graduate/professional degree,Retired,Married,3,3,4,4,3,3,3,3,2,4,4,6,0,1,2
8993,45-54,Male,High school degree/GED,Work full-time for an employer or the military,Divorced/Separated,1,1,3,1,5,1,4,2,4,5,1,2,0,3,1
10792,45-54,Female,High school degree/GED,Work part-time for an employer or the military,Married,3,3,3,3,1,3,2,5,1,3,4,4,0,1,1
8773,45-54,Female,Graduate/professional degree,Work full-time for an employer or the military,Married,4,4,1,4,1,2,1,5,1,2,4,5,0,1,1
9494,55-61,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,4,4,1,4,1,1,2,4,1,2,4,5,0,1,1
8994,45-54,Female,Bachelor's degree,Work full-time for an employer or the military,Divorced/Separated,4,3,2,2,2,3,2,3,2,2,4,5,0,1,1
13724,45-54,Female,High school degree/GED,Homemaker,Married,4,2,3,3,3,3,2,3,1,4,3,4,0,1,1
12479,45-54,Female,High school degree/GED,Homemaker,Married,3,2,3,2,2,3,2,3,3,2,4,3,0,1,1
7756,18-24,Female,Bachelor's degree,Work full-time for an employer or the military,Never married,3,3,3,3,3,4,3,3,3,3,3,1,0,1,1
7757,55-61,Female,Graduate/professional degree,Work full-time for an employer or the military,Married,4,4,2,4,2,2,3,2,3,3,4,6,0,1,1
10794,25-34,Female,Graduate/professional degree,Work full-time for an employer or the military,Married,3,2,5,3,5,5,2,4,2,3,4,4,0,1,1
8774,55-61,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,4,4,2,4,2,3,2,3,2,2,4,6,1,1,1
9241,45-54,Male,Bachelor's degree,Work full-time for an employer or the military,Married,2,2,5,2,3,5,4,1,5,5,4,3,0,2,1
7420,45-54,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,4,4,2,4,2,3,1,5,1,1,4,6,0,1,1
7421,35-44,Male,High school degree/GED,Self-employed,Never married,2,2,4,2,2,5,4,2,5,4,8,2,8,3,3
13566,18-24,Female,Some college/Associate,Unemployed or temporarily laid off,Never married,3,5,1,4,3,2,1,3,3,1,8,4,1,1,3
9495,55-61,Female,High school degree/GED,Work full-time for an employer or the military,Married,3,3,1,4,1,3,2,4,1,2,4,4,0,1,1
9964,45-54,Male,High school degree/GED,Work full-time for an employer or the military,Married,2,2,3,2,3,3,4,2,2,3,2,5,0,1,1
8775,35-44,Male,Graduate/professional degree,Work full-time for an employer or the military,Never married,3,3,4,3,3,4,3,2,2,4,4,6,0,1,2
10397,35-44,Male,Bachelor's degree,Work full-time for an employer or the military,Divorced/Separated,4,5,2,5,2,2,2,4,1,2,3,6,0,1,1
11855,35-44,Male,Bachelor's degree,Work full-time for an employer or the military,Married,2,3,3,3,5,3,3,3,2,3,3,5,0,1,1
14080,25-34,Female,Graduate/professional degree,Work full-time for an employer or the military,Married,4,4,2,3,2,2,2,4,2,3,4,5,0,1,1
9496,55-61,Male,Some college/Associate,Work full-time for an employer or the military,Married,1,2,5,3,5,5,4,1,3,2,3,3,1,2,2
10398,18-24,Male,Some college/Associate,Full-time student,Never married,1,2,3,3,4,5,2,3,3,4,1,5,0,1,3
10190,35-44,Male,Some college/Associate,Work full-time for an employer or the military,Divorced/Separated,1,4,3,2,5,4,1,2,5,5,4,5,1,1,1
7877,25-34,Male,Bachelor's degree,Work full-time for an employer or the military,Married,4,4,2,2,2,3,2,5,2,2,4,4,0,1,1
8025,45-54,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,3,1,3,3,3,5,3,3,3,3,4,6,0,1,2
12962,25-34,Male,Bachelor's degree,Work full-time for an employer or the military,Living with partner,4,4,2,3,1,2,1,5,1,2,4,3,0,1,1
11254,45-54,Female,Some college/Associate,Work part-time for an employer or the military,Married,4,4,1,5,1,2,2,4,1,2,4,5,0,1,1
7758,25-34,Female,High school degree/GED,Unemployed or temporarily laid off,Married,3,3,3,3,3,3,3,3,3,3,8,4,8,1,1
12963,25-34,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,4,4,2,3,1,2,1,5,1,2,4,5,0,1,1
8364,45-54,Female,Some college/Associate,Work full-time for an employer or the military,Divorced/Separated,2,3,3,3,4,4,3,3,2,2,3,4,0,1,1
9497,55-61,Female,Bachelor's degree,Homemaker,Married,5,5,1,4,2,2,2,5,2,3,4,5,0,1,1
10795,55-61,Female,High school degree/GED,Homemaker,Married,4,4,2,4,1,3,1,5,1,3,4,5,0,1,1
10191,55-61,Female,Bachelor's degree,Work full-time for an employer or the military,Living with partner,4,3,3,3,3,3,2,5,2,3,4,-1,0,1,2
11122,55-61,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,4,4,2,4,4,4,2,5,1,2,4,4,0,1,1
12181,45-54,Male,Bachelor's degree,Work full-time for an employer or the military,Married,3,3,2,3,1,3,3,2,4,3,3,-1,1,2,1
8365,25-34,Female,Some college/Associate,Self-employed,Living with partner,1,3,3,1,5,5,3,3,4,4,2,4,1,2,2
10399,35-44,Male,Bachelor's degree,Work part-time for an employer or the military,Married,4,4,2,3,2,3,2,4,1,3,4,5,0,1,1
9244,55-61,Female,Some college/Associate,Work full-time for an employer or the military,Divorced/Separated,1,3,3,2,5,3,4,2,3,4,1,5,0,1,1
9965,45-54,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,3,3,3,2,3,3,2,4,3,3,4,4,1,1,1
9245,18-24,Male,Bachelor's degree,Work full-time for an employer or the military,Never married,3,4,2,5,2,3,2,5,1,1,4,5,0,1,1
12940,25-34,Male,Bachelor's degree,Work full-time for an employer or the military,Married,3,3,3,4,1,2,1,5,2,3,4,5,0,1,1
13457,25-34,Male,Bachelor's degree,Work full-time for an employer or the military,Married,4,4,2,4,2,3,2,5,2,2,4,6,0,1,1
11857,55-61,Female,High school degree/GED,Homemaker,Married,2,3,3,3,3,3,3,2,1,3,4,5,0,1,2
8996,25-34,Male,High school degree/GED,Self-employed,Never married,4,5,5,5,4,4,4,5,5,4,4,6,8,2,2
11383,45-54,Male,Less than high school,Permanently sick/disabled or unable to work,Divorced/Separated,1,1,5,1,5,5,5,1,5,5,1,5,0,1,1
12105,45-54,Male,Some college/Associate,Work full-time for an employer or the military,Never married,3,3,3,3,2,4,2,3,2,4,4,5,0,1,1
9966,45-54,Male,Some college/Associate,Work full-time for an employer or the military,Living with partner,2,1,3,2,5,4,2,4,3,3,2,4,1,2,3
8026,45-54,Female,Some college/Associate,Work full-time for an employer or the military,Married,4,3,2,3,2,3,2,3,2,3,4,5,0,1,2
10400,45-54,Male,Bachelor's degree,Work full-time for an employer or the military,Married,2,3,1,4,5,4,4,3,4,4,3,4,1,1,2
9498,45-54,Male,High school degree/GED,Work full-time for an employer or the military,Married,3,3,4,3,4,4,2,3,2,3,8,5,0,1,1
11256,55-61,Male,Bachelor's degree,Work full-time for an employer or the military,Married,4,4,1,4,1,2,1,5,1,2,4,5,0,1,1
11384,35-44,Female,Bachelor's degree,Work full-time for an employer or the military,Divorced/Separated,3,3,3,2,3,3,1,3,1,3,4,4,0,1,1
12033,55-61,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,4,3,2,4,2,3,2,4,2,3,4,5,0,1,1
13732,25-34,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,2,3,3,3,3,3,2,3,2,3,3,5,0,1,1
11645,45-54,Male,Some college/Associate,Self-employed,Married,5,5,1,5,1,1,2,4,2,1,4,6,0,1,1
7759,18-24,Male,Some college/Associate,Work part-time for an employer or the military,Never married,2,5,1,4,5,4,3,3,2,3,4,5,0,1,1
10797,45-54,Female,High school degree/GED,Permanently sick/disabled or unable to work,Married,1,1,2,2,5,5,5,1,2,1,1,4,1,2,2
12570,25-34,Male,Bachelor's degree,Work full-time for an employer or the military,Married,3,4,2,4,4,3,1,5,2,3,4,5,0,1,1
10193,45-54,Female,Some college/Associate,Homemaker,Married,5,4,1,4,1,1,1,5,1,1,4,4,0,1,1
7760,25-34,Male,High school degree/GED,Work full-time for an employer or the military,Never married,3,5,1,3,3,1,3,3,3,3,8,4,8,1,1
13357,25-34,Female,Some college/Associate,Work full-time for an employer or the military,Never married,2,4,3,3,5,5,3,3,3,5,8,4,1,3,1
9247,35-44,Female,Bachelor's degree,Work full-time for an employer or the military,Divorced/Separated,3,4,2,3,3,3,2,3,2,3,4,5,0,1,1
7878,25-34,Female,Bachelor's degree,Full-time student,Never married,4,4,1,4,2,2,3,5,1,3,4,5,0,1,1
10401,35-44,Male,Some college/Associate,Self-employed,Married,3,4,2,4,2,3,2,4,1,3,4,6,0,1,1
10950,18-24,Female,Bachelor's degree,Work full-time for an employer or the military,Never married,4,3,3,3,2,3,2,5,1,3,4,4,0,1,1
13914,45-54,Male,Some college/Associate,Work full-time for an employer or the military,Married,3,3,3,4,3,3,2,3,1,3,4,4,0,1,1
8776,25-34,Male,Bachelor's degree,Work full-time for an employer or the military,Never married,2,3,2,3,5,4,4,1,4,2,3,5,0,1,1
11746,45-54,Male,Graduate/professional degree,Retired,Married,4,5,2,5,2,2,2,4,2,4,4,6,0,1,1
8777,25-34,Female,High school degree/GED,Work full-time for an employer or the military,Married,2,3,1,3,2,3,2,3,1,2,3,5,0,1,1
9499,35-44,Male,Bachelor's degree,Refused,Living with partner,2,2,4,2,4,4,3,2,3,3,3,5,1,2,2
9967,55-61,Female,High school degree/GED,Homemaker,Married,2,2,2,2,2,2,2,3,1,4,4,3,0,1,1
9500,25-34,Female,Some college/Associate,Work part-time for an employer or the military,Never married,2,4,2,3,3,3,4,4,3,2,1,5,1,1,1
13131,45-54,Female,Less than high school,Work full-time for an employer or the military,Never married,3,2,2,3,2,2,1,2,3,2,1,4,0,1,1
11950,25-34,Female,Graduate/professional degree,Work full-time for an employer or the military,Married,4,4,2,4,2,2,3,4,2,2,4,6,0,1,2
12106,18-24,Female,Some college/Associate,Work full-time for an employer or the military,Married,4,3,1,3,2,2,1,4,1,3,4,7,0,1,1
8778,25-34,Male,Graduate/professional degree,Full-time student,Married,2,2,3,3,5,4,4,3,4,3,3,4,0,1,1
8027,25-34,Female,Graduate/professional degree,Work full-time for an employer or the military,Living with partner,3,3,3,4,4,3,3,4,2,4,4,4,0,1,1
10195,35-44,Male,Some college/Associate,Work full-time for an employer or the military,Married,2,3,3,2,4,3,3,2,4,4,4,4,0,1,1
8158,18-24,Male,Bachelor's degree,Work full-time for an employer or the military,Never married,2,5,4,5,3,3,3,5,2,3,2,5,0,1,1
12367,45-54,Male,High school degree/GED,Self-employed,Married,1,2,3,1,3,5,3,4,2,2,4,4,0,1,1
7330,35-44,Male,Some college/Associate,Work part-time for an employer or the military,Divorced/Separated,4,5,3,4,3,3,5,5,3,3,3,5,1,2,3
13454,35-44,Male,Less than high school,Work full-time for an employer or the military,Married,2,1,3,2,5,3,3,4,2,5,3,5,0,1,1
12480,45-54,Male,Some college/Associate,Work full-time for an employer or the military,Married,3,3,5,2,5,4,4,2,3,5,4,6,0,1,2
8779,25-34,Female,Some college/Associate,Work full-time for an employer or the military,Married,2,3,4,2,4,4,3,2,3,4,1,5,1,1,1
10196,45-54,Male,Some college/Associate,Work full-time for an employer or the military,Divorced/Separated,2,2,4,2,5,4,4,2,5,5,3,4,1,2,2
12368,25-34,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,3,4,2,4,2,3,1,5,2,3,4,4,0,1,1
12241,25-34,Female,Bachelor's degree,Work part-time for an employer or the military,Never married,4,4,1,4,2,2,2,3,2,2,4,6,0,1,1
9248,18-24,Female,Some college/Associate,Work full-time for an employer or the military,Divorced/Separated,3,3,3,2,4,3,3,3,2,3,4,6,0,1,1
8160,55-61,Female,Bachelor's degree,Work full-time for an employer or the military,Married,4,4,2,4,4,2,2,5,1,2,4,5,0,1,1
9501,18-24,Male,High school degree/GED,Work part-time for an employer or the military,Never married,1,3,5,3,2,4,4,2,4,3,1,5,8,2,1
9502,25-34,Male,Graduate/professional degree,Work full-time for an employer or the military,Never married,3,5,3,5,1,5,1,5,1,1,4,5,0,1,1
8368,35-44,Female,Bachelor's degree,Work full-time for an employer or the military,Married,2,3,4,3,4,5,3,2,2,4,3,5,0,1,1
11646,35-44,Male,Bachelor's degree,Work full-time for an employer or the military,Married,4,2,1,3,1,3,2,5,1,2,4,6,0,1,1
11747,55-61,Female,High school degree/GED,Work full-time for an employer or the military,Divorced/Separated,4,4,2,4,2,2,2,4,2,2,4,5,0,1,1
7238,45-54,Male,High school degree/GED,Work full-time for an employer or the military,Never married,3,3,3,3,3,3,3,3,3,3,4,7,8,2,2
11528,35-44,Male,Some college/Associate,Work full-time for an employer or the military,Married,5,4,1,3,1,4,1,1,1,3,4,5,0,1,1
10601,25-34,Female,Graduate/professional degree,Work full-time for an employer or the military,Married,4,4,3,4,2,3,2,5,2,3,4,5,0,1,1
8997,45-54,Male,Graduate/professional degree,Refused,Married,3,3,4,2,5,4,2,1,3,2,4,7,0,1,1
11859,35-44,Male,High school degree/GED,Self-employed,Never married,3,2,3,3,3,3,3,3,2,3,3,3,8,1,1
10799,45-54,Female,High school degree/GED,Homemaker,Married,2,3,3,3,4,4,2,2,2,3,3,4,0,1,1
11529,45-54,Female,Graduate/professional degree,Work full-time for an employer or the military,Married,2,3,2,3,3,3,2,2,2,2,4,5,0,1,1
9737,45-54,Male,Some college/Associate,Work full-time for an employer or the military,Married,4,3,2,4,5,3,2,4,1,2,4,4,0,1,1
9968,55-61,Male,High school degree/GED,Work full-time for an employer or the military,Married,4,4,2,3,5,3,1,5,1,2,4,5,0,1,1
8998,55-61,Female,Graduate/professional degree,Work full-time for an employer or the military,Divorced/Separated,2,2,3,3,3,5,3,3,2,1,4,4,0,1,1
8161,18-24,Male,High school degree/GED,Unemployed or temporarily laid off,Never married,1,2,5,4,1,4,3,2,3,2,4,5,0,2,2
7425,45-54,Male,Bachelor's degree,Work full-time for an employer or the military,Married,3,2,3,2,3,2,3,4,3,3,2,4,0,1,2
12107,55-61,Female,Some college/Associate,Full-time student,Married,1,1,4,2,5,5,5,2,5,1,1,5,0,3,1
12605,45-54,Female,High school degree/GED,Work full-time for an employer or the military,Living with partner,3,4,2,3,2,3,1,5,2,1,8,5,1,2,1
12942,35-44,Male,Less than high school,Homemaker,Married,1,2,3,2,3,4,4,1,4,5,2,4,1,3,3
8999,45-54,Male,Bachelor's degree,Self-employed,Divorced/Separated,4,3,2,3,2,3,1,4,1,4,4,4,0,1,1
8369,35-44,Male,High school degree/GED,Refused,Married,2,3,3,3,3,3,3,1,3,1,-1,3,-1,-1,-1
9504,35-44,Male,High school degree/GED,Permanently sick/disabled or unable to work,Living with partner,1,2,5,3,5,5,3,3,1,4,1,4,0,1,2
11647,25-34,Male,Bachelor's degree,Work full-time for an employer or the military,Never married,3,4,3,4,3,3,1,4,2,1,3,6,0,1,1
7331,25-34,Male,High school degree/GED,Work part-time for an employer or the military,Never married,3,3,4,3,4,3,3,3,3,2,1,5,0,1,1
9249,25-34,Male,Bachelor's degree,Work full-time for an employer or the military,Living with partner,4,4,2,4,3,1,3,4,2,3,4,5,0,1,1
11530,35-44,Male,Less than high school,Unemployed or temporarily laid off,Never married,3,3,3,3,3,3,1,2,4,1,8,4,1,2,1
11125,45-54,Male,Less than high school,Permanently sick/disabled or unable to work,Never married,4,3,1,4,2,2,1,3,1,1,1,3,0,1,1
8028,55-61,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,3,4,2,4,1,3,1,3,1,2,4,4,0,1,1
9000,45-54,Female,Graduate/professional degree,Work full-time for an employer or the military,Married,4,4,1,4,1,2,1,5,1,1,4,7,0,1,1
9738,45-54,Female,High school degree/GED,Homemaker,Married,2,3,3,3,3,3,2,3,2,3,4,4,0,1,1
9969,45-54,Male,Bachelor's degree,Work full-time for an employer or the military,Married,4,4,3,4,4,3,2,3,2,3,4,5,0,1,1
12035,35-44,Female,Bachelor's degree,Work full-time for an employer or the military,Never married,1,3,3,3,5,4,2,2,4,3,2,4,1,1,1
9505,55-61,Male,Bachelor's degree,Work full-time for an employer or the military,Never married,4,4,2,4,2,2,1,1,1,1,4,6,0,1,1
11531,45-54,Male,High school degree/GED,Permanently sick/disabled or unable to work,Never married,3,2,3,3,3,4,2,3,2,3,3,3,0,1,1
11951,35-44,Female,Bachelor's degree,Homemaker,Married,3,4,3,4,2,3,2,4,2,2,3,4,0,1,1
12369,45-54,Female,Bachelor's degree,Work full-time for an employer or the military,Divorced/Separated,4,4,2,4,2,3,2,3,2,1,4,5,0,1,1
14146,25-34,Female,High school degree/GED,Work full-time for an employer or the military,Living with partner,2,3,5,3,5,5,4,4,3,5,3,5,1,2,2
11386,55-61,Female,Some college/Associate,Work full-time for an employer or the military,Married,3,3,3,3,3,4,2,3,3,4,4,6,0,1,1
10198,35-44,Female,Some college/Associate,Work full-time for an employer or the military,Married,4,4,4,4,5,5,5,2,2,5,8,5,0,2,1
13285,25-34,Female,High school degree/GED,Homemaker,Married,1,2,3,2,3,3,4,2,2,4,1,4,0,2,1
10603,35-44,Male,Some college/Associate,Work full-time for an employer or the military,Married,3,3,3,4,2,3,2,4,2,2,3,5,0,1,1
7148,35-44,Male,Bachelor's degree,Work full-time for an employer or the military,Married,4,3,3,3,3,3,3,4,3,3,8,4,0,2,2
10199,25-34,Female,High school degree/GED,Work part-time for an employer or the military,Married,1,2,4,3,4,3,3,2,3,3,8,4,0,1,1
8370,45-54,Female,High school degree/GED,Homemaker,Married,3,3,3,3,3,4,3,3,1,3,4,6,0,1,1
